epoch,train_loss,train_acc,val_loss,val_acc,test_loss,test_acc,val_macro_f1,test_macro_f1
1,1.7433361199908786,0.3559777777777778,1.4639319179534913,0.47,1.452738701248169,0.4736,0.46626347303390503,0.4708315432071686
2,1.4295763981289333,0.4777111111111111,1.383916746711731,0.5026,1.3858493190765382,0.5016,0.4947449266910553,0.49577903747558594
3,1.3051918496661716,0.5284222222222222,1.2550092432022095,0.5574,1.2592705408096314,0.551,0.5549985766410828,0.5498017072677612
4,1.2240084248860676,0.5585777777777777,1.177342353439331,0.5792,1.1739028755187988,0.583,0.5758644342422485,0.5803707242012024
5,1.1616746646669176,0.5798222222222222,1.2023044563293457,0.5658,1.2110754276275635,0.5662,0.5623748302459717,0.5632855892181396
6,1.1080314541922676,0.6022,1.1297043510437013,0.6008,1.1378304969787598,0.5871,0.5893683433532715,0.5755475759506226
7,1.0582754882176717,0.6189111111111111,1.0796277551651001,0.6136,1.07486537399292,0.617,0.6145402789115906,0.6170312166213989
8,1.0105910154766506,0.639,1.0225247398376465,0.6442,1.033297170162201,0.6329,0.6408079266548157,0.6305805444717407
9,0.9745129951053195,0.6537111111111111,1.0405749103546142,0.6344,1.047373581123352,0.6334,0.6357195377349854,0.6361784338951111
10,0.937168145857917,0.6652,0.9766870170593261,0.657,0.9913432783126831,0.6525,0.6562573313713074,0.652784526348114
11,0.9044424306339688,0.6778,0.923014419746399,0.673,0.9297874799728394,0.674,0.6704503893852234,0.6724025011062622
12,0.8739408742480808,0.6881111111111111,0.9062887252807618,0.683,0.9126852906227112,0.6781,0.6820794343948364,0.6779202222824097
13,0.8365581137021383,0.7018,0.9113021169662475,0.6816,0.9348224206924438,0.6724,0.6800931692123413,0.6717067956924438
14,0.8090380706045363,0.7106666666666667,0.8868274257659912,0.6882,0.8960048903465271,0.6774,0.6822271943092346,0.6728776693344116
15,0.796961264567905,0.7174,0.8848706356048583,0.6924,0.9036196435928344,0.679,0.691449761390686,0.6786766052246094
16,0.7649853312174479,0.7276222222222222,0.8447031147003173,0.7018,0.8595222497940064,0.6992,0.6955099701881409,0.6942496299743652
17,0.7412000445577833,0.7364,0.8226725212097168,0.7116,0.8326912755966187,0.7072,0.7104813456535339,0.7073159217834473
18,0.717689323647817,0.7430666666666667,0.8242815525054932,0.7106,0.8360087093353271,0.7075,0.7101020812988281,0.7075258493423462
19,0.696156607193417,0.7524888888888889,0.8261710453033447,0.7114,0.8473023824691772,0.7022,0.7098107933998108,0.7014881372451782
20,0.6781043522093031,0.7587111111111111,0.7955670307159424,0.7298,0.8209009043693543,0.7148,0.7278578281402588,0.7139620780944824
21,0.6605430707189772,0.7628,0.8145833698272705,0.7182,0.8280019684314728,0.7107,0.7152156829833984,0.7091925144195557
22,0.6314265893300375,0.7751333333333333,0.8021219249725342,0.7234,0.8206846603393555,0.7144,0.721696674823761,0.7140480279922485
23,0.6181795961909824,0.7789333333333334,0.8009202194213867,0.7254,0.8308189085006714,0.7134,0.7266305685043335,0.7156758308410645
24,0.6067932742012871,0.7833333333333333,0.819060645866394,0.7266,0.8436932153701783,0.7149,0.7224205732345581,0.7127816081047058
25,0.5859057302898831,0.7887777777777778,0.791295538520813,0.7296,0.8057060930252076,0.725,0.7265981435775757,0.7232041954994202
26,0.5632720317522685,0.7984,0.7619394189834595,0.739,0.7880204431533814,0.7329,0.737423300743103,0.7327420115470886
