class_index,class_name,baseline_cadb_seed42_noes_value,baseline_cadb_seed42_noes_delta_vs_baseline_cadb_seed42_noes,row_cadb_seed42_noes_value,row_cadb_seed42_noes_delta_vs_baseline_cadb_seed42_noes,col_cadb_seed42_noes_value,col_cadb_seed42_noes_delta_vs_baseline_cadb_seed42_noes
0,horizontal,0.8179104328155518,0.0,0.8034188151359558,-0.014491617679595947,0.8121211528778076,-0.005789279937744141
1,vertical,0.6013072729110718,0.0,0.49635037779808044,-0.10495689511299133,0.6075949668884277,0.006287693977355957
