class_index,class_name,baseline_cadb_seed42_noes_value,baseline_cadb_seed42_noes_delta_vs_baseline_cadb_seed42_noes,row_cadb_seed42_noes_value,row_cadb_seed42_noes_delta_vs_baseline_cadb_seed42_noes,col_cadb_seed42_noes_value,col_cadb_seed42_noes_delta_vs_baseline_cadb_seed42_noes
0,horizontal,0.8896104097366333,0.0,0.9155844449996948,0.025974035263061523,0.8701298832893372,-0.019480526447296143
1,vertical,0.5111111402511597,0.0,0.3777777850627899,-0.13333335518836975,0.5333333611488342,0.02222222089767456
