model,model_label,epoch,count,mean,std,min,max
vit_baseline,ViT Baseline (No Pos),54,5,0.2453230957508087,0.0296920219432697,0.20070528247621325,0.27492669881979626
vit_baseline,ViT Baseline (No Pos),55,5,0.23572227981620364,0.02878719400106712,0.20180814165274302,0.2691274393637975
vit_baseline,ViT Baseline (No Pos),56,5,0.21612128105216558,0.03652958526501576,0.17258421241972183,0.25636507091522215
vit_baseline,ViT Baseline (No Pos),57,5,0.19902044234964583,0.034570054403675006,0.15291310973167418,0.24763271403842502
vit_baseline,ViT Baseline (No Pos),58,5,0.19275628129826652,0.032227483359652795,0.15326585876809226,0.24013393144607545
vit_baseline,ViT Baseline (No Pos),59,5,0.18766271068890888,0.032694346088458406,0.1456501554277208,0.2358651549710168
vit_baseline,ViT Baseline (No Pos),60,4,0.18613413542111715,0.03266940970197723,0.15025940652423433,0.22826896056069268
vit_baseline,ViT Baseline (No Pos),61,3,0.1851007469813029,0.037787901209164226,0.14602957243124645,0.22145917489793565
vit_baseline,ViT Baseline (No Pos),62,3,0.16184718855663582,0.021767148530409303,0.13757325606081222,0.1796313581864039
vit_baseline,ViT Baseline (No Pos),63,3,0.1555082513438331,0.01695875174820588,0.1378645348760817,0.17168699157767825
vit_baseline,ViT Baseline (No Pos),64,2,0.1385687521100044,0.014434283230821224,0.12836217255592347,0.14877533166408538
vit_baseline,ViT Baseline (No Pos),65,2,0.1299464865181181,0.023393293348466043,0.11340493015713161,0.1464880428791046
vit_baseline,ViT Baseline (No Pos),66,2,0.12680867817997932,0.02506632834825763,0.10908410742547776,0.14453324893448088
vit_baseline,ViT Baseline (No Pos),67,2,0.12090576861169602,0.021963857584464765,0.10537497597270541,0.13643656125068665
vit_baseline,ViT Baseline (No Pos),68,2,0.11796034421192275,0.022216889513481358,0.10225063098006779,0.13367005744377772
vit_baseline,ViT Baseline (No Pos),69,2,0.10713480715155602,0.007039861952736203,0.10215687302615907,0.11211274127695295
vit_baseline,ViT Baseline (No Pos),70,2,0.10160074779921108,0.005078469948179124,0.09800972726080152,0.10519176833762063
vit_baseline,ViT Baseline (No Pos),71,2,0.09974941985408464,0.005169770036144922,0.09609384040435155,0.10340499930381775
vit_baseline,ViT Baseline (No Pos),72,2,0.09692255714138348,0.004199911353239821,0.09395277134312524,0.09989234293964173
vit_baseline,ViT Baseline (No Pos),73,1,0.09117156502273348,0.0,0.09117156502273348,0.09117156502273348
vit_baseline,ViT Baseline (No Pos),74,1,0.0894244316763348,0.0,0.0894244316763348,0.0894244316763348
vit_baseline,ViT Baseline (No Pos),75,1,0.08601546740531921,0.0,0.08601546740531921,0.08601546740531921
vit_baseline,ViT Baseline (No Pos),76,1,0.08416576738258202,0.0,0.08416576738258202,0.08416576738258202
vit_baseline,ViT Baseline (No Pos),77,1,0.08471859011716312,0.0,0.08471859011716312,0.08471859011716312
vit_baseline,ViT Baseline (No Pos),78,1,0.0803133645719952,0.0,0.0803133645719952,0.0803133645719952
vit_baseline,ViT Baseline (No Pos),79,1,0.06190027251640955,0.0,0.06190027251640955,0.06190027251640955
vit_baseline,ViT Baseline (No Pos),80,1,0.055940721419122486,0.0,0.055940721419122486,0.055940721419122486
vit_baseline,ViT Baseline (No Pos),81,1,0.05738478180766106,0.0,0.05738478180766106,0.05738478180766106
vit_baseline,ViT Baseline (No Pos),82,1,0.05333581278456582,0.0,0.05333581278456582,0.05333581278456582
vit_learnable_position,ViT Learnable Position,1,5,1.7698446003299289,0.008569423605959489,1.7638081041759914,1.7846385032865737
vit_learnable_position,ViT Learnable Position,2,5,1.449702098320855,0.011268146950040414,1.433253404744466,1.4617863019307455
vit_learnable_position,ViT Learnable Position,3,5,1.2932681436284383,0.01145906862974352,1.2774953046162922,1.3085436678992377
vit_learnable_position,ViT Learnable Position,4,5,1.2008439827813042,0.014485193614934923,1.178079884401957,1.212738003285726
vit_learnable_position,ViT Learnable Position,5,5,1.1285106201871236,0.01203471899970691,1.1118054673830668,1.1421245153850978
vit_learnable_position,ViT Learnable Position,6,5,1.0759242995940315,0.011887507978707367,1.061915607325236,1.0894647131390043
vit_learnable_position,ViT Learnable Position,7,5,1.0229697783830431,0.009983122640388219,1.0116193626827663,1.0342013893551296
vit_learnable_position,ViT Learnable Position,8,5,0.9812053086768256,0.0071843792826387694,0.9733941821628147,0.9888517028808593
vit_learnable_position,ViT Learnable Position,9,5,0.9366848461447822,0.011978255622674116,0.9261637298372056,0.9525918586624993
vit_learnable_position,ViT Learnable Position,10,5,0.9028864924748738,0.009752846113199562,0.8951055991066826,0.9153707551426358
vit_learnable_position,ViT Learnable Position,11,5,0.8663241565492418,0.00986101535766117,0.855759238772922,0.87766379243003
vit_learnable_position,ViT Learnable Position,12,5,0.8374884607293871,0.010086447616494063,0.822830490313636,0.8502594775305854
vit_learnable_position,ViT Learnable Position,13,5,0.8071322845035129,0.010890464551331525,0.7925627890586853,0.8219612163967557
vit_learnable_position,ViT Learnable Position,14,5,0.7789411566289266,0.011024144232805082,0.7649511878013611,0.7957925438351101
vit_learnable_position,ViT Learnable Position,15,5,0.7534017772950067,0.01428972263037801,0.7342727118386163,0.7729810201327006
vit_learnable_position,ViT Learnable Position,16,5,0.730180833123525,0.014912650997622297,0.7137942435794407,0.7545772469626533
vit_learnable_position,ViT Learnable Position,17,5,0.7079458294147916,0.010979489237831912,0.6979569205813938,0.7256748207834032
vit_learnable_position,ViT Learnable Position,18,5,0.6845079842016432,0.011740965034385768,0.6700230906274584,0.70119240793652
vit_learnable_position,ViT Learnable Position,19,5,0.6675438230154249,0.015580710136357657,0.6467647738244798,0.6888049861590068
vit_learnable_position,ViT Learnable Position,20,5,0.6451690266927084,0.014747109738773776,0.6291478549745347,0.6685157295015123
vit_learnable_position,ViT Learnable Position,21,5,0.6274074415641361,0.013758722934309957,0.6127420997195774,0.6500194529215495
vit_learnable_position,ViT Learnable Position,22,5,0.6071140903557671,0.01587878281087645,0.5870709427833557,0.6314347269376119
vit_learnable_position,ViT Learnable Position,23,5,0.5916311709955003,0.012939105376388671,0.5739320588323805,0.6095125467406379
vit_learnable_position,ViT Learnable Position,24,5,0.5768788133027819,0.012596589207974537,0.5621574498706394,0.5969400281800165
vit_learnable_position,ViT Learnable Position,25,5,0.5586193099138471,0.014171199041694024,0.5441446894804637,0.582269505850474
vit_learnable_position,ViT Learnable Position,26,5,0.543219772942861,0.016929765759548458,0.5270770901785956,0.5700609706560771
vit_learnable_position,ViT Learnable Position,27,5,0.5296067652087741,0.01376656100145364,0.5154199442439609,0.552598382865058
vit_learnable_position,ViT Learnable Position,28,5,0.511346161055035,0.013755380106400329,0.49529433533350625,0.5331354818344116
vit_learnable_position,ViT Learnable Position,29,5,0.49647810959498084,0.012763280395543334,0.4808885269323985,0.5163042284647623
vit_learnable_position,ViT Learnable Position,30,5,0.48305699111090766,0.01616242258013146,0.464606993177202,0.5080454295370314
vit_learnable_position,ViT Learnable Position,31,5,0.4656545104980469,0.01665491416991069,0.4486026309013367,0.4925320848888821
vit_learnable_position,ViT Learnable Position,32,5,0.45445545552041794,0.0159913298962664,0.43195140947765776,0.4767568234655592
vit_learnable_position,ViT Learnable Position,33,5,0.4405637944200304,0.016741603067907698,0.42368211631245084,0.4686620086563958
vit_learnable_position,ViT Learnable Position,34,5,0.4273791987133026,0.013969701024519183,0.4165816473642985,0.45131725368499753
vit_learnable_position,ViT Learnable Position,35,5,0.4161408881823222,0.014408732397005143,0.3986563138220045,0.4386704214307997
vit_learnable_position,ViT Learnable Position,36,5,0.4054393602954017,0.012742466130621204,0.39175621843338015,0.42613255233764646
vit_learnable_position,ViT Learnable Position,37,5,0.3746895134056939,0.036416996364600586,0.31590450438393486,0.41396711002455816
vit_learnable_position,ViT Learnable Position,38,5,0.3636599874295129,0.04381807128893367,0.290349375099606,0.4056470353656345
vit_learnable_position,ViT Learnable Position,39,5,0.3472039408307605,0.042010247155155875,0.2766771822982364,0.38872068298127915
vit_learnable_position,ViT Learnable Position,40,5,0.3379186428663466,0.0396772909943113,0.2706505165735881,0.3747436557081011
vit_learnable_position,ViT Learnable Position,41,5,0.32722463804774815,0.040948346671297216,0.25975691334406537,0.3678760823779636
vit_learnable_position,ViT Learnable Position,42,5,0.3176932540755802,0.03785858048738747,0.25428341993755765,0.3559696171442668
vit_learnable_position,ViT Learnable Position,43,5,0.30597835256152683,0.04104862979160722,0.23690118923717074,0.34701631111568876
vit_learnable_position,ViT Learnable Position,44,5,0.2837849065674676,0.05186986644115653,0.2221925514009264,0.3330586679988437
vit_learnable_position,ViT Learnable Position,45,5,0.2701105751980676,0.0569032212774329,0.1982588888804118,0.330789856672287
vit_learnable_position,ViT Learnable Position,46,5,0.26326011984348296,0.0550417098383136,0.1925368064959844,0.3151631983810001
vit_learnable_position,ViT Learnable Position,47,5,0.24385528018765978,0.06287721030504058,0.16855334455304677,0.30599548970858254
vit_learnable_position,ViT Learnable Position,48,5,0.2367126931977272,0.06420970708664453,0.15583331916597154,0.29857719128926596
vit_learnable_position,ViT Learnable Position,49,5,0.21229066101166938,0.061589216835685495,0.14887390060954625,0.2911690013143751
vit_learnable_position,ViT Learnable Position,50,5,0.1882288019990921,0.05276841047968552,0.14720601205825806,0.2797346202691396
vit_learnable_position,ViT Learnable Position,51,4,0.17881856916877958,0.06320310575773798,0.12437169296344121,0.2700877274884118
vit_learnable_position,ViT Learnable Position,52,4,0.17260893387728268,0.06556299588781532,0.11330470684369405,0.2663335857285394
vit_learnable_position,ViT Learnable Position,53,4,0.16574221873184047,0.06531491312901128,0.10613161518971126,0.25889175477557713
vit_learnable_position,ViT Learnable Position,54,4,0.1408442259391149,0.030516981985262905,0.10097329314284854,0.17524846273793115
vit_learnable_position,ViT Learnable Position,55,3,0.1482464997326886,0.008485034272814138,0.14152601955731708,0.1577810548649894
vit_learnable_position,ViT Learnable Position,56,3,0.1270106090101931,0.02112518352620523,0.10390811274316576,0.14534266673326493
vit_learnable_position,ViT Learnable Position,57,3,0.1197684646571124,0.02996635896763987,0.08558669453726875,0.14151634589301215
vit_learnable_position,ViT Learnable Position,58,3,0.10646938771362659,0.03189958514533457,0.08318131489488814,0.14282845559649998
vit_learnable_position,ViT Learnable Position,59,3,0.10133595273892085,0.03179850045994047,0.08272412063280742,0.13805253114700317
vit_learnable_position,ViT Learnable Position,60,3,0.09692818540599611,0.029402644357377116,0.07927485738065508,0.13087029292318555
vit_learnable_position,ViT Learnable Position,61,3,0.0830596868550336,0.009844512969189315,0.07635009156597986,0.09436120922697915
vit_learnable_position,ViT Learnable Position,62,3,0.07792757099027987,0.003955999272086063,0.07502643814616733,0.08243386996057299
vit_learnable_position,ViT Learnable Position,63,3,0.07508675594970032,0.004670272102150501,0.0721502947529157,0.0804721715370814
vit_learnable_position,ViT Learnable Position,64,3,0.07260149065697635,0.002640239365153305,0.07061256508694755,0.07559695199595558
vit_learnable_position,ViT Learnable Position,65,3,0.07226846486661169,0.0024503540552225363,0.07003288597795698,0.07488821145759689
vit_learnable_position,ViT Learnable Position,66,3,0.06838280703050119,0.004230774709326,0.0657519559542338,0.07326311988830567
vit_learnable_position,ViT Learnable Position,67,2,0.06944218314323161,0.003178464951640612,0.06719466902216276,0.07168969726430045
vit_learnable_position,ViT Learnable Position,68,2,0.06854381114972963,0.002295605660903283,0.06692057281997468,0.07016704947948456
vit_learnable_position,ViT Learnable Position,69,2,0.0663024964713388,0.003920355096068752,0.06353038679824935,0.06907460614442826
vit_learnable_position,ViT Learnable Position,70,2,0.05549981588059001,0.005541598963362934,0.05158131367497974,0.05941831808620029
vit_learnable_position,ViT Learnable Position,71,2,0.04851177701660328,0.001190605047120111,0.047669892114069724,0.04935366191913684
vit_learnable_position,ViT Learnable Position,72,2,0.04427529704670111,0.00455516049746313,0.04105431216955185,0.04749628192385038
vit_learnable_position,ViT Learnable Position,73,2,0.042914414184954425,0.001956052034909724,0.04153127652671602,0.04429755184319284
vit_learnable_position,ViT Learnable Position,74,2,0.042720009374784096,0.003046411908616067,0.040565870855914225,0.04487414789365397
vit_learnable_position,ViT Learnable Position,75,1,0.041804792190591494,0.0,0.041804792190591494,0.041804792190591494
vit_learnable_position,ViT Learnable Position,76,1,0.041443479660815664,0.0,0.041443479660815664,0.041443479660815664
vit_learnable_position,ViT Learnable Position,77,1,0.04023704417016771,0.0,0.04023704417016771,0.04023704417016771
vit_learnable_position,ViT Learnable Position,78,1,0.03943740311728584,0.0,0.03943740311728584,0.03943740311728584
vit_learnable_position,ViT Learnable Position,79,1,0.039883202311562164,0.0,0.039883202311562164,0.039883202311562164
vit_learnable_position,ViT Learnable Position,80,1,0.03772191353903876,0.0,0.03772191353903876,0.03772191353903876
vit_learnable_position,ViT Learnable Position,81,1,0.03621667188256979,0.0,0.03621667188256979,0.03621667188256979
vit_learnable_position,ViT Learnable Position,82,1,0.0314987855921189,0.0,0.0314987855921189,0.0314987855921189
vit_learnable_position,ViT Learnable Position,83,1,0.030024999764561654,0.0,0.030024999764561654,0.030024999764561654
vit_learnable_position,ViT Learnable Position,84,1,0.03057945015264882,0.0,0.03057945015264882,0.03057945015264882
vit_learnable_position,ViT Learnable Position,85,1,0.029100693265597024,0.0,0.029100693265597024,0.029100693265597024
vit_row_sinusoidal,ViT Row-wise Sinusoidal,1,5,1.754986497124566,0.00960892249698411,1.7433361199908786,1.7666180254194472
vit_row_sinusoidal,ViT Row-wise Sinusoidal,2,5,1.440083096716139,0.015195505099109266,1.4198483662075467,1.4578790800730388
vit_row_sinusoidal,ViT Row-wise Sinusoidal,3,5,1.3048261528142293,0.011487679597359286,1.286161676979065,1.314681139394972
vit_row_sinusoidal,ViT Row-wise Sinusoidal,4,5,1.2239277161958482,0.012145081421171329,1.2088140605078803,1.2409946120156181
vit_row_sinusoidal,ViT Row-wise Sinusoidal,5,5,1.1578925850338406,0.010917637035458774,1.1465534375720554,1.1711261269887288
vit_row_sinusoidal,ViT Row-wise Sinusoidal,6,5,1.1084958505121867,0.012518049795851685,1.0946138837178547,1.125911664920383
vit_row_sinusoidal,ViT Row-wise Sinusoidal,7,5,1.0623931361558703,0.009581711721144168,1.0550308609432644,1.0781699640485976
vit_row_sinusoidal,ViT Row-wise Sinusoidal,8,5,1.0204621530299716,0.012185360396894803,1.0088951805008781,1.034812757703993
vit_row_sinusoidal,ViT Row-wise Sinusoidal,9,5,0.9843099040709601,0.013054790401444015,0.971500437757704,1.0024447629292805
vit_row_sinusoidal,ViT Row-wise Sinusoidal,10,5,0.9496184025891622,0.01260587909110946,0.937168145857917,0.9675719058884514
vit_row_sinusoidal,ViT Row-wise Sinusoidal,11,5,0.9165225999577841,0.01184365539162984,0.9044424306339688,0.9332944877624512
vit_row_sinusoidal,ViT Row-wise Sinusoidal,12,5,0.8887184855524699,0.011171508000820184,0.8739408742480808,0.9036497918128967
vit_row_sinusoidal,ViT Row-wise Sinusoidal,13,5,0.8593477035840352,0.016039190623137932,0.8365581137021383,0.8794171181784736
vit_row_sinusoidal,ViT Row-wise Sinusoidal,14,5,0.8314931379191081,0.015437030111142079,0.8090380706045363,0.8509474006123013
vit_row_sinusoidal,ViT Row-wise Sinusoidal,15,5,0.8096473820983039,0.010253444566149227,0.796961264567905,0.8234141481611463
vit_row_sinusoidal,ViT Row-wise Sinusoidal,16,5,0.7840994003677368,0.014357653139741293,0.7649853312174479,0.7988636798858643
vit_row_sinusoidal,ViT Row-wise Sinusoidal,17,5,0.7636786937077841,0.014865303280202039,0.7412000445577833,0.7830436466428968
vit_row_sinusoidal,ViT Row-wise Sinusoidal,18,5,0.7389930492019653,0.015560860497015007,0.717689323647817,0.7613407843377855
vit_row_sinusoidal,ViT Row-wise Sinusoidal,19,5,0.719546470398373,0.014526784519767246,0.696156607193417,0.7363062215275235
vit_row_sinusoidal,ViT Row-wise Sinusoidal,20,5,0.7030196868578593,0.01568456177884598,0.6781043522093031,0.7186933901362949
vit_row_sinusoidal,ViT Row-wise Sinusoidal,21,5,0.6817236916118198,0.014302617350096554,0.6605430707189772,0.7003559549543593
vit_row_sinusoidal,ViT Row-wise Sinusoidal,22,5,0.6598303594228957,0.018146721369017203,0.6314265893300375,0.6809519223319159
vit_row_sinusoidal,ViT Row-wise Sinusoidal,23,5,0.6435152210892572,0.015592675957096173,0.6181795961909824,0.6593199570655823
vit_row_sinusoidal,ViT Row-wise Sinusoidal,24,5,0.6278129319402906,0.013436305548195745,0.6067932742012871,0.6436553569263882
vit_row_sinusoidal,ViT Row-wise Sinusoidal,25,5,0.607922209681405,0.015372880251653167,0.5859057302898831,0.6293443830913967
vit_row_sinusoidal,ViT Row-wise Sinusoidal,26,5,0.5911046888711717,0.016479346373186505,0.5632720317522685,0.6069018297937181
vit_row_sinusoidal,ViT Row-wise Sinusoidal,27,5,0.5758898105536566,0.016189774303024658,0.5487892029762268,0.5925384295463562
vit_row_sinusoidal,ViT Row-wise Sinusoidal,28,5,0.5577017163562774,0.013575712202651882,0.5351813626183404,0.5720477497418721
vit_row_sinusoidal,ViT Row-wise Sinusoidal,29,5,0.5422447226927015,0.015591255708215235,0.517652647696601,0.5610550514962938
vit_row_sinusoidal,ViT Row-wise Sinusoidal,30,5,0.5273775942177242,0.01777467754125276,0.4979470406267378,0.5463880414009095
vit_row_sinusoidal,ViT Row-wise Sinusoidal,31,5,0.5114678524472979,0.015709109889616827,0.4854819731765323,0.526885373825497
vit_row_sinusoidal,ViT Row-wise Sinusoidal,32,5,0.49642786657969157,0.016728115973203672,0.46782413811153833,0.511780629211002
vit_row_sinusoidal,ViT Row-wise Sinusoidal,33,5,0.4794271825599671,0.014453378382127473,0.4561680939409468,0.4951751701566908
vit_row_sinusoidal,ViT Row-wise Sinusoidal,34,5,0.4639597462209066,0.020091169761454267,0.4310894503487481,0.4857098483827379
vit_row_sinusoidal,ViT Row-wise Sinusoidal,35,5,0.43746460496690537,0.028046117373132503,0.3925800247192383,0.4581382432990604
vit_row_sinusoidal,ViT Row-wise Sinusoidal,36,5,0.4192369675774044,0.03348768074183787,0.365180394299825,0.4426292450269063
vit_row_sinusoidal,ViT Row-wise Sinusoidal,37,5,0.4061235488096873,0.03201445034751177,0.35138791672388714,0.4285817164050208
vit_row_sinusoidal,ViT Row-wise Sinusoidal,38,5,0.39106467118263244,0.03106112461505825,0.3407419018374549,0.41692263060145907
vit_row_sinusoidal,ViT Row-wise Sinusoidal,39,5,0.3801367623096042,0.03097480770563438,0.329516516802046,0.40149085850185817
vit_row_sinusoidal,ViT Row-wise Sinusoidal,40,5,0.3521406425740984,0.05224387586504118,0.2764356617821587,0.3901124041080475
vit_row_sinusoidal,ViT Row-wise Sinusoidal,41,5,0.3352169753652149,0.05773146823716102,0.24773964494864145,0.3765631388187409
vit_row_sinusoidal,ViT Row-wise Sinusoidal,42,5,0.3222627625783284,0.05510879670445717,0.23704557551278008,0.3641707106696235
vit_row_sinusoidal,ViT Row-wise Sinusoidal,43,5,0.2877201660320494,0.059169942443875786,0.22562702451282077,0.35261553809907703
vit_row_sinusoidal,ViT Row-wise Sinusoidal,44,5,0.2742945571751065,0.06343175835595839,0.22030585714975992,0.3443936235639784
vit_row_sinusoidal,ViT Row-wise Sinusoidal,45,5,0.26495087506453197,0.06024461733686296,0.21011413784821828,0.3321754926946428
vit_row_sinusoidal,ViT Row-wise Sinusoidal,46,5,0.24004231076876323,0.048816567679361496,0.2021926577117708,0.32298556483586627
vit_row_sinusoidal,ViT Row-wise Sinusoidal,47,4,0.23220314758287536,0.051161562841820205,0.1935851190778944,0.3068797220230102
vit_row_sinusoidal,ViT Row-wise Sinusoidal,48,4,0.214751981388198,0.0616844712394212,0.15030494004355538,0.29866646956867643
vit_row_sinusoidal,ViT Row-wise Sinusoidal,49,4,0.20446111154754956,0.06649752756801987,0.13135991678767733,0.2927906879901886
vit_row_sinusoidal,ViT Row-wise Sinusoidal,50,4,0.19961845248010424,0.06268408370070054,0.12960343862109713,0.2821245803568098
vit_row_sinusoidal,ViT Row-wise Sinusoidal,51,4,0.17102217274241976,0.03260214031972559,0.12260106032689412,0.1925375937965181
vit_row_sinusoidal,ViT Row-wise Sinusoidal,52,4,0.15020275991426574,0.02689568652756288,0.11912251527839236,0.176591006843249
vit_row_sinusoidal,ViT Row-wise Sinusoidal,53,4,0.14382308857076698,0.028118227374888297,0.11278841644260619,0.16783321393065984
vit_row_sinusoidal,ViT Row-wise Sinusoidal,54,4,0.13898762427767117,0.024923631927906583,0.11210108976629045,0.16327620172368157
vit_row_sinusoidal,ViT Row-wise Sinusoidal,55,4,0.13460526649057866,0.02611477170273477,0.10623947806623248,0.16046250254048242
vit_row_sinusoidal,ViT Row-wise Sinusoidal,56,3,0.13336149743839545,0.023665359131779713,0.1062312042819129,0.14975677082803515
vit_row_sinusoidal,ViT Row-wise Sinusoidal,57,3,0.11983112242155604,0.021873180527980728,0.1035925568792555,0.1447035472340054
vit_row_sinusoidal,ViT Row-wise Sinusoidal,58,3,0.10508341102732552,0.031200816162979348,0.08131678528520796,0.1404156376229392
vit_row_sinusoidal,ViT Row-wise Sinusoidal,59,3,0.08946389647854698,0.012342385099000793,0.07569844439294603,0.09954329525894588
vit_row_sinusoidal,ViT Row-wise Sinusoidal,60,3,0.08448581468882384,0.009824483585993924,0.07320713594357173,0.09118063122961256
vit_row_sinusoidal,ViT Row-wise Sinusoidal,61,2,0.07701609920395745,0.010604539837773265,0.06951755717330509,0.08451464123460982
