run_name,label,model_name,model_display_name,model_family,model_variant,position_encoding,initialization,device,completed_epochs,selected_epoch,final_test_acc,best_test_acc,best_epoch_test_acc,final_val_acc,best_val_acc,best_epoch_val_acc,final_test_loss,best_test_loss,best_epoch_test_loss,final_val_loss,best_val_loss,best_epoch_val_loss,final_train_acc,best_train_acc,best_epoch_train_acc,final_train_loss,best_train_loss,best_epoch_train_loss,selected_test_macro_f1,selected_val_macro_f1,selected_test_macro_precision,selected_test_macro_recall,selected_val_macro_precision,selected_val_macro_recall
baseline_cadb_seed42_noes,ViT Baseline,vit_baseline,ViT Baseline,vit,baseline,absolute,scratch,cuda,20,11,0.6967213114754098,0.7581967213114754,13,0.7509025270758123,0.7942238267148014,11,1.002957645986901,0.5169832765078936,10,0.8395130033957829,0.4541426727057364,8,0.923969587835134,0.923969587835134,20,0.17515241656125952,0.17515241656125952,20,0.7096088528633118,0.7486028671264648,0.7435324192047119,0.7003607749938965,0.7495524883270264,0.7476840019226074
row_cadb_seed42_noes,ViT Row-wise,vit_row_sinusoidal,ViT Row-wise Sinusoidal,vit,row_sinusoidal,row_sinusoidal,scratch,cuda,20,11,0.7622950819672131,0.7663934426229508,15,0.7653429602888087,0.8122743682310469,11,0.5435929630623489,0.49432031688142997,15,0.47707012532420107,0.42415261591384557,15,0.8527410964385754,0.8551420568227291,19,0.31787120738998803,0.31787120738998803,20,0.6498845815658569,0.7358421087265015,0.7195701599121094,0.6466811299324036,0.8041303157806396,0.7121192812919617
col_cadb_seed42_noes,ViT Column-wise,vit_col_sinusoidal,ViT Column-wise Sinusoidal,vit,col_sinusoidal,col_sinusoidal,scratch,cuda,20,15,0.75,0.7745901639344263,16,0.8050541516245487,0.8194945848375451,15,0.5457173581006097,0.48322395516223593,16,0.45160803220332313,0.3997408968231738,16,0.8375350140056023,0.8375350140056023,20,0.33366040338655145,0.33366040338655145,20,0.7098580598831177,0.7632640600204468,0.7336230278015137,0.7017316222190857,0.7918980121612549,0.7468908429145813
