epoch,train_loss,train_acc,val_loss,val_acc,test_loss,test_acc,val_macro_f1,test_macro_f1
1,1.7681819220648871,0.34055555555555556,1.5792132637023926,0.441,1.6236245611190796,0.415,0.4263308048248291,0.40002527832984924
2,1.4617863019307455,0.46615555555555555,1.330917017364502,0.5244,1.3886484006881714,0.5003,0.5057632923126221,0.4838750958442688
3,1.2980422172122532,0.5313111111111111,1.1644533121109009,0.5832,1.2088961898803712,0.562,0.5747122764587402,0.5520032644271851
4,1.209795067024231,0.5606888888888889,1.1466753306388855,0.587,1.1924789039611816,0.571,0.5825804471969604,0.5654816031455994
5,1.1379558317184448,0.5892222222222222,1.0532845940589906,0.6184,1.1161791980743407,0.5925,0.605430543422699,0.5806494355201721
6,1.0870534538904826,0.6069555555555556,1.025496270751953,0.6256,1.070562438392639,0.6118,0.6205533742904663,0.6073406338691711
7,1.0323898621665106,0.6294888888888889,0.9472001049518585,0.6622,0.994790477180481,0.6385,0.6550649404525757,0.6321747899055481
8,0.9887873960283068,0.6435555555555555,0.9433470657348633,0.6616,0.9835241320610046,0.6488,0.6578399538993835,0.6472653746604919
9,0.9525918586624993,0.6584666666666666,0.8694097155094147,0.688,0.9156397045135498,0.6721,0.6846926808357239,0.6691925525665283
10,0.9153707551426358,0.6735555555555556,0.8457459527492523,0.6992,0.9003784387588502,0.679,0.6949615478515625,0.6757926344871521
11,0.87766379243003,0.6854,0.8652280106067658,0.691,0.9195974742889405,0.6761,0.6875203251838684,0.67384272813797
12,0.8502594775305854,0.6962222222222222,0.8342604181289673,0.703,0.8811510892868042,0.6819,0.6991080045700073,0.6799602508544922
13,0.8219612163967557,0.7046666666666667,0.8173556215763093,0.7032,0.8625916509628296,0.6904,0.6988664865493774,0.6888148188591003
14,0.7957925438351101,0.7154888888888888,0.7807964762210846,0.724,0.8258465993881225,0.7069,0.7209113836288452,0.7053284645080566
15,0.7729810201327006,0.7250444444444445,0.7933818656921386,0.722,0.8346750012397766,0.7087,0.7201470136642456,0.709138035774231
16,0.7545772469626533,0.7326,0.7440323188781738,0.7398,0.7948862169265747,0.718,0.7352717518806458,0.7148791551589966
17,0.7256748207834032,0.7419111111111111,0.7499524649143219,0.7318,0.785917071723938,0.7213,0.7278929352760315,0.7190468311309814
18,0.70119240793652,0.747,0.7057068690299988,0.7458,0.7594879091262817,0.7318,0.7433390021324158,0.7303333282470703
19,0.6888049861590068,0.7541111111111111,0.7288203201293946,0.7478,0.7661931482315063,0.7347,0.7442188262939453,0.7317018508911133
20,0.6685157295015123,0.7624888888888889,0.7067512292385101,0.744,0.732734822511673,0.7393,0.7408987283706665,0.7378804683685303
21,0.6500194529215495,0.7674222222222222,0.7053583835601807,0.7514,0.7353417613983154,0.7435,0.7504382729530334,0.7431076765060425
22,0.6314347269376119,0.7752888888888889,0.6852946542263031,0.7632,0.7072334552764893,0.7557,0.7620618343353271,0.7551327347755432
23,0.6095125467406379,0.7821111111111111,0.7192674244403839,0.7492,0.7454979395866395,0.7408,0.7427952885627747,0.7345777750015259
