epoch,train_loss,train_acc,val_loss,val_acc,test_loss,test_acc,val_macro_f1,test_macro_f1
1,1.8285813552856445,0.31304444444444446,1.6010886806488036,0.4178,1.6227910232543945,0.409,0.4040718078613281,0.3955981135368347
2,1.5219367871814304,0.44226666666666664,1.3963582176208496,0.4896,1.4264910011291503,0.4822,0.47441282868385315,0.46980714797973633
3,1.3684531856324937,0.5037333333333334,1.2540829710960388,0.5434,1.2938411586761474,0.534,0.529910147190094,0.5209568738937378
4,1.2860558289421928,0.5357111111111111,1.2287300645828247,0.5512,1.2509106269836425,0.5488,0.5532375574111938,0.5505301356315613
5,1.2221855404747857,0.5561777777777778,1.1783243549346925,0.5684,1.209851628112793,0.5598,0.555289626121521,0.5482035875320435
6,1.1791124003092448,0.5745111111111111,1.1620332526206971,0.5798,1.2029501317977904,0.5694,0.5713468194007874,0.5617669224739075
7,1.1366451021406385,0.5892444444444445,1.07896820936203,0.6118,1.1068061515808105,0.6103,0.6069436073303223,0.6053324341773987
8,1.0933911297268337,0.6096444444444444,1.0744418794631958,0.612,1.0995936841964722,0.608,0.6079581379890442,0.6058765649795532
9,1.0599672173817953,0.6182666666666666,1.02342240152359,0.6324,1.0471046860694886,0.6262,0.6308428645133972,0.6255410313606262
10,1.0248182646221584,0.6315111111111111,1.0284018198013305,0.6328,1.0603933073043823,0.6209,0.6273953318595886,0.6178529262542725
11,0.991091407638126,0.6449555555555555,1.0079572317123413,0.6278,1.0279532960891724,0.636,0.6237187385559082,0.6324266195297241
12,0.9606184213426378,0.6528222222222222,1.0014330457687377,0.6404,1.0396721252441405,0.6334,0.6246116161346436,0.620337188243866
13,0.9416527433925205,0.6606888888888889,0.9561422294616699,0.6548,0.9883092004776001,0.6441,0.6507105827331543,0.640434980392456
14,0.9142231175528632,0.6721555555555555,0.9464342700004578,0.6594,0.9837660657882691,0.652,0.6535725593566895,0.6479195356369019
15,0.8857537097930909,0.6837333333333333,0.9385569088935852,0.6638,0.9739732061386108,0.6536,0.6589950323104858,0.6506713032722473
16,0.8746704937193128,0.6857333333333333,0.8915697981834412,0.671,0.9378771113395691,0.6667,0.6655076146125793,0.6616042852401733
17,0.8497705437130398,0.6963111111111111,0.8992274808883667,0.6794,0.9404022374153137,0.6642,0.6720312833786011,0.6593905091285706
18,0.825740986612108,0.7035333333333333,0.8847821403503418,0.677,0.9139273633956909,0.6787,0.6762067079544067,0.679216206073761
19,0.8093130503336589,0.7100444444444445,0.8510630647659302,0.6974,0.8843501874923706,0.688,0.6924775838851929,0.6841033697128296
20,0.7958558776643541,0.715,0.8473532423019409,0.6914,0.867750239276886,0.6934,0.6870605945587158,0.690392017364502
21,0.7734346378644308,0.7210888888888889,0.8510567729949952,0.696,0.8826691004753113,0.6896,0.6945819854736328,0.6887058019638062
22,0.7532534604814317,0.7319555555555556,0.8380416076660157,0.7016,0.8651732889175415,0.6952,0.6967981457710266,0.6910735964775085
23,0.742756579928928,0.7357111111111111,0.8680913330078125,0.6984,0.8940494597434998,0.6884,0.6930318474769592,0.6831382513046265
