epoch,train_loss,train_acc,val_loss,val_acc,test_loss,test_acc,val_macro_f1,test_macro_f1
1,1.8160167163425023,0.3226888888888889,1.5853264612197877,0.4262,1.5726834478378295,0.4339,0.41865092515945435,0.427750825881958
2,1.504789583969116,0.45137777777777777,1.431587098312378,0.4826,1.4527025226593018,0.4752,0.4707834720611572,0.46417537331581116
3,1.364746797964308,0.507,1.3031517372131347,0.529,1.328288108444214,0.5233,0.528410792350769,0.5238720178604126
4,1.2765506971783107,0.5343777777777777,1.2108254261016846,0.5708,1.2173407308578492,0.5593,0.5647749304771423,0.5562760233879089
5,1.215741524971856,0.56,1.2194439220428466,0.5658,1.243862845802307,0.5456,0.5661670565605164,0.5469062924385071
6,1.159744916258918,0.5824222222222222,1.158688995742798,0.5862,1.1809239580154418,0.5729,0.5712815523147583,0.5607291460037231
7,1.1210592324150934,0.5952,1.084701717376709,0.6122,1.1049708442687989,0.6022,0.613839864730835,0.6049274802207947
8,1.079686750348409,0.6117333333333334,1.0433927410125732,0.6342,1.067068553161621,0.6221,0.6293614506721497,0.6198897361755371
9,1.0478358789232043,0.6230666666666667,1.0649820644378662,0.6304,1.0907420686721803,0.6102,0.6244871616363525,0.6046751737594604
10,1.013687577756246,0.6358444444444444,1.002274857711792,0.6464,1.021037258529663,0.6327,0.6411987543106079,0.6303900480270386
11,0.9882262680053711,0.6456444444444445,0.9840334819793701,0.6578,1.0043804931640625,0.6384,0.6541633605957031,0.6360893845558167
12,0.9612498814476861,0.6560222222222222,0.9645574676513672,0.6644,0.9824154808044434,0.649,0.6608072519302368,0.6468761563301086
13,0.9292831179830763,0.6666,0.9952386520385742,0.6562,1.0323241132736205,0.6369,0.656606912612915,0.6388418078422546
14,0.9034220950338575,0.6752888888888889,0.9293719177246094,0.6766,0.9702923557281494,0.6552,0.6698184609413147,0.6504405736923218
15,0.8851805099487304,0.6823333333333333,0.9083119434356689,0.683,0.9402820064544678,0.6638,0.6813016533851624,0.6628003716468811
16,0.8674111064804925,0.6880888888888889,0.8891575172424316,0.684,0.9207709630012513,0.6739,0.6782735586166382,0.6700370907783508
17,0.8389048649999831,0.6983555555555555,0.8686141380310058,0.6966,0.9010421426773071,0.6732,0.6937546730041504,0.6707404255867004
18,0.8240822518030803,0.7039777777777778,0.8800452737808228,0.6856,0.9046260147094727,0.673,0.6841380000114441,0.6722100973129272
