epoch,train_loss,train_acc,val_loss,val_acc,test_loss,test_acc,val_macro_f1,test_macro_f1
1,1.8288981885698106,0.3243111111111111,1.536429105758667,0.4456,1.5285425220489501,0.4448,0.4325137734413147,0.43332821130752563
2,1.4928457859251234,0.45755555555555555,1.3408541706085204,0.5272,1.3442543769836426,0.5219,0.5228874683380127,0.5173662900924683
3,1.3641206640455459,0.5060666666666667,1.2770010028839112,0.535,1.287989714050293,0.5385,0.5343034863471985,0.5367525815963745
4,1.2797035675684612,0.5388444444444445,1.1864096473693848,0.5746,1.2017889909744264,0.565,0.570469319820404,0.561782956123352
5,1.219739272096422,0.5605111111111111,1.165391612625122,0.5854,1.177494561767578,0.5832,0.5829781293869019,0.5803359746932983
6,1.17553164891137,0.5777333333333333,1.1261935203552247,0.6012,1.1220397771835326,0.5965,0.6018925905227661,0.596281886100769
7,1.1291966515858969,0.5948666666666667,1.0893702110290526,0.613,1.0874879457473754,0.6064,0.6084305047988892,0.6004024744033813
8,1.092267525906033,0.6069111111111111,1.0520386486053466,0.6252,1.06693669090271,0.6172,0.6230267286300659,0.6136537790298462
9,1.0549548273722331,0.6219333333333333,1.025289030456543,0.63,1.0365107124328614,0.6239,0.6281602382659912,0.6200031042098999
10,1.0233694122738308,0.6337111111111111,1.006493950843811,0.639,1.0186478647232056,0.6283,0.6394324898719788,0.627662181854248
11,1.0008335715611776,0.6400666666666667,0.9684529361724854,0.6578,0.9837011257171631,0.6449,0.6546282172203064,0.640897274017334
12,0.9703011017057631,0.6507777777777778,0.9629414720535279,0.6512,0.9800059204101562,0.6452,0.6501901149749756,0.6435167193412781
13,0.9491293036248949,0.6579111111111111,0.9840996551513672,0.6462,1.010444491672516,0.6369,0.6445748209953308,0.6351112723350525
14,0.921608080736796,0.6711333333333334,0.9090380102157593,0.673,0.9279884233474731,0.6624,0.6735981702804565,0.661778450012207
15,0.8978796742333306,0.6773777777777777,0.9258344436645508,0.6726,0.9440705793380737,0.6618,0.6709762811660767,0.6599113941192627
16,0.8813032666736179,0.6856666666666666,0.9284191234588623,0.6694,0.9334919802665711,0.6683,0.6674970388412476,0.665439248085022
