epoch,train_loss,train_acc,val_loss,val_acc,test_loss,test_acc,val_macro_f1,test_macro_f1
1,1.791792574373881,0.33344444444444443,1.5898922916412352,0.4128,1.5853172597885132,0.4202,0.3945193886756897,0.4069293141365051
2,1.4953506818771363,0.4554,1.421527836227417,0.4982,1.438733683013916,0.4816,0.49682649970054626,0.48234906792640686
3,1.3638726693047418,0.5064444444444445,1.3355704990386963,0.5184,1.3561867132186889,0.5106,0.5101897120475769,0.5045797824859619
4,1.2913106299294366,0.5328222222222222,1.2764074096679687,0.536,1.2811845993041993,0.5446,0.5288131833076477,0.539003312587738
5,1.2339393714269002,0.5562666666666667,1.2484422618865967,0.553,1.251034271621704,0.5517,0.5495349168777466,0.550190806388855
6,1.1932437253104315,0.5720222222222222,1.2234122171401978,0.561,1.2233229351043702,0.5625,0.5586669445037842,0.5611740350723267
7,1.1519212895499336,0.5851777777777778,1.1664602828979491,0.587,1.1832567249298096,0.5763,0.5803853273391724,0.5739147067070007
8,1.1152170022222732,0.5975777777777778,1.1353095895767211,0.595,1.1358155448913574,0.592,0.5927571058273315,0.5913900136947632
9,1.0805576531410217,0.6106222222222222,1.1054135189056395,0.6062,1.1004705606460572,0.6055,0.601047933101654,0.6024144887924194
10,1.0469479288525052,0.6231555555555556,1.1215803720474242,0.6078,1.1105852443695068,0.603,0.6022326350212097,0.6003613471984863
11,1.024433925014072,0.6312,1.094829259300232,0.6126,1.0998505988121032,0.6089,0.6038498282432556,0.6027493476867676
12,1.0000215350998773,0.64,1.066146376800537,0.619,1.0613140184402465,0.6206,0.6168434619903564,0.6191526651382446
13,0.9816507903840807,0.6482222222222223,1.0472037851333618,0.6308,1.0415624219894408,0.6263,0.6255404949188232,0.6235076785087585
14,0.9505460522545709,0.6585555555555556,1.0249220123291016,0.6424,1.0225155199050904,0.6304,0.6359399557113647,0.6247153878211975
15,0.933580029964447,0.6688444444444445,1.001955662727356,0.645,0.9929225616455079,0.6438,0.63770592212677,0.6381524801254272
16,0.9051160968674554,0.6734666666666667,1.0105055164337158,0.6396,1.0002994009017945,0.6461,0.6350764036178589,0.6441718339920044
17,0.8856773231506347,0.6832444444444444,1.0039886733055114,0.6502,0.9937237142562866,0.6474,0.6454120874404907,0.6443032026290894
18,0.8646285683314006,0.6874222222222223,0.9703377449989319,0.6574,0.9680809303283692,0.6554,0.659637987613678,0.6579465866088867
19,0.8526227615038554,0.6939111111111111,0.9392001625061035,0.666,0.9431444814682007,0.6624,0.6670146584510803,0.6636855602264404
20,0.8293221478038364,0.7018,0.9386934115409851,0.6668,0.9318187885284424,0.6696,0.6644054651260376,0.6682389974594116
21,0.8172629211319817,0.7069777777777778,0.9517373071670532,0.66,0.9546681498527527,0.6626,0.6530126929283142,0.6576345562934875
22,0.7931623515235053,0.7174888888888888,0.9164710727691651,0.6846,0.928462481212616,0.6748,0.6786595582962036,0.6708287596702576
23,0.7745554740269979,0.7218222222222223,0.97974453997612,0.6648,0.9769287724494934,0.6621,0.6635934114456177,0.6621170043945312
24,0.7629016705407037,0.7257777777777777,0.8826589114189148,0.6902,0.8904234756469727,0.6854,0.6874836087226868,0.6841649413108826
25,0.7470071913083395,0.7314888888888889,0.932015138721466,0.6722,0.9442944257736207,0.674,0.6674639582633972,0.6708373427391052
26,0.724753973250919,0.7419777777777777,0.9073465927124024,0.6822,0.9084083505630494,0.6808,0.6777915954589844,0.6774119138717651
